,timestamp,Asset_ID,Count,Open,High,Low,Close,Volume,VWAP,Target
0,1514764860,2,40.0,2376.58,2399.5,2357.14,2374.59,19.23300519,2373.1163915061647,-0.004218152387429286
1,1514764860,0,5.0,8.53,8.53,8.53,8.53,78.38,8.53,-0.014398966468964769
2,1514764860,1,229.0,13835.194,14013.8,13666.11,13850.176000000001,31.55006152,13827.062092689883,-0.014643224355736171
3,1514764860,5,32.0,7.6596,7.6596,7.6567,7.6576,6626.713369870001,7.657712894055892,-0.013922447007196359
4,1514764860,7,5.0,25.92,25.92,25.874,25.877,121.08731,25.89136300520674,-0.008263505425338602
5,1514764860,6,173.0,738.3025,746.0,732.51,738.5075,335.98785619,738.839291493523,-0.004808604014845619
6,1514764860,9,167.0,225.33,227.78,222.98,225.20666666666668,411.89664234,225.1979435524601,-0.009791422684080286
7,1514764860,11,7.0,329.09,329.88,329.09,329.46,6.63571014,329.4541176122712,
8,1514764920,2,53.0,2374.5533333333333,2400.9,2354.2,2372.286666666667,24.050259460000003,2371.4344976118327,-0.004079430144501296
9,1514764920,0,7.0,8.53,8.53,8.5145,8.5145,71.39,8.520214651912031,-0.015875447859702074
10,1514764920,1,235.0,13835.035999999998,14052.3,13680.0,13828.102000000004,31.046432110000005,13840.362591478492,-0.015036539274448925
11,1514764920,5,10.0,7.6568,7.6569,7.6567,7.6567,3277.47549373,7.6567488059528515,-0.014533667921371785
12,1514764920,7,1.0,25.897,25.897,25.897,25.897,1.468019,25.896999999999995,-0.029902340429550974
13,1514764920,6,192.0,738.5075,745.14,732.49,738.26,232.79314112,738.2689673568518,-0.004440662913007154
14,1514764920,9,212.0,225.13333333333333,227.38,222.45,224.85666666666668,3640.5027059000013,224.4466252583579,-0.012991150442477785
15,1514764920,11,1.0,329.45,329.45,329.45,329.45,0.34941958,329.45,-0.009690452322366984
16,1514764980,2,61.0,2371.633333333333,2401.9,2353.7,2372.063333333333,42.67643847,2375.442754550132,-0.002892416721740343
17,1514764980,0,45.0,8.5065,8.5299,8.4848,8.4848,1546.8200000000006,8.501393628217889,-0.015410133044736485
18,1514764980,1,528.0,13823.9,14000.4,13601.0,13801.314000000002,55.061820140000066,13806.068013568094,-0.010308656860381071
19,1514764980,5,22.0,7.6569,7.6569,7.65,7.6512,5623.557584689999,7.65426697606593,-0.01254616412163756
20,1514764980,7,11.0,26.4695,27.072,25.869,26.4695,76.16392164000001,26.46951262169205,-0.030832340876009057
21,1514764980,6,120.0,738.3325,745.12,730.0,737.5025,174.13803124,737.9944573983284,-0.0042056566081378755
22,1514764980,9,102.0,226.262,229.16,222.44,226.0,328.3502857200001,225.98043347120992,-0.003571508193066508
23,1514764980,11,3.0,329.27,329.27,329.19,329.19,1.18955308,329.1989789110545,0.006566918576304204
24,1514765040,2,95.0,2376.06,2406.4,2344.0,2370.566666666667,37.82091756000001,2371.096152196327,-0.003718434094833967
25,1514765040,0,14.0,8.5009,8.5066,8.4744,8.5009,125.8,8.479810015898252,-0.012523651844843942
26,1514765040,1,435.0,13802.511999999999,13999.0,13576.28,13768.04,38.78052948999999,13783.59810094648,-0.00899925493157916
27,1514765040,5,12.0,7.65,7.6503,7.6358,7.6358,1696.6324588600005,7.6496595789091755,-0.011169513797634643
28,1514765040,7,16.0,26.459000000000003,27.07,25.829,26.4495,408.77484824,26.45673523713809,-0.02889889170480764
29,1514765040,6,156.0,737.2225000000003,744.69,728.93,737.1025,165.38392560999995,737.3036311439398,-0.002205367640561895
30,1514765040,9,138.0,225.08,226.72,221.0,224.275,507.40557929000005,224.552341265956,-0.0025556250558484983
31,1514765040,11,2.0,328.16,328.16,328.16,328.16,1.5120790000000002,328.16,-0.007299270072992692
32,1514765100,2,33.0,2372.6566666666668,2404.6,2343.4,2370.173333333333,8.519678970000001,2370.3457296254746,-0.002171078752995381
33,1514765100,0,5.0,8.5007,8.5007,8.456,8.456,125.01,8.458435005199583,-0.005940476190476329
34,1514765100,1,742.0,13766.0,13955.9,13554.44,13724.914,108.50163693,13735.586841893864,-0.008079397470837968
35,1514765100,5,19.0,7.6358,7.6358,7.61,7.61,2268.36221763,7.628075500315554,-0.006154252509244507
36,1514765100,7,25.0,26.4515,27.07,25.783,26.436999999999998,529.3376002099999,26.44298774390776,-0.030909090909090886
37,1514765100,6,118.0,736.53,743.8,727.11,735.7049999999997,193.07803873,736.1630258218413,-0.0017444232861806295
38,1514765100,9,204.0,224.5075,225.96,221.25,223.82,1035.67183036,224.03295340248184,0.000531086486425858
39,1514765100,11,7.0,328.18,328.18,327.43,327.43,11.997971539999998,328.0777764653875,-0.010619389046213068
40,1514765160,2,44.0,2368.806666666667,2400.1,2344.0,2367.4866666666667,27.45979455,2367.32828147201,-0.009202065183407604
